30000,75740.7557,2018/01/25,17:16:47,0,0.072,0.04,0.872,0.984
30001,75746.9479,2018/01/25,17:16:47,0,0.068,0.02,0.86,0.948
30002,75749.0966,2018/01/25,17:16:47,0,0.076,0.044,0.864,0.984
30003,75751.1818,2018/01/25,17:16:47,0,0.076,0.04,0.876,0.992
30004,75753.2932,2018/01/25,17:16:47,0,0.072,0.032,0.868,0.972
30005,75755.3764,2018/01/25,17:16:47,0,0.08,0.02,0.852,0.952
30006,75757.4595,2018/01/25,17:16:47,0,0.08,0.02,0.852,0.952
30007,75759.5429,2018/01/25,17:16:47,0,0.08,0.032,0.868,0.98
30008,75761.7187,2018/01/25,17:16:47,0,0.064,0.048,0.872,0.984
30009,75763.8174,2018/01/25,17:16:47,0,0.072,0.04,0.868,0.98
30010,75765.9022,2018/01/25,17:16:47,0,0.08,0.048,0.876,1.004
30011,75767.9832,2018/01/25,17:16:47,0,0.072,0.064,0.868,1.004
30012,75770.1588,2018/01/25,17:16:47,0,0.076,0.044,0.872,0.992
30013,75772.2738,2018/01/25,17:16:47,0,0.072,0.04,0.872,0.984
30014,75774.3631,2018/01/25,17:16:47,0,0.072,0.028,0.86,0.96
30015,75776.4478,2018/01/25,17:16:47,0,0.072,0.036,0.864,0.972
30016,75778.5333,2018/01/25,17:16:47,0,0.076,0.024,0.86,0.96
30017,75780.6198,2018/01/25,17:16:47,0,0.076,0.024,0.86,0.96
30018,75782.7228,2018/01/25,17:16:47,0,0.072,0.024,0.868,0.964
30019,75784.8122,2018/01/25,17:16:47,0,0.084,0.036,0.896,1.016
30020,75786.9375,2018/01/25,17:16:47,0,0.084,0.04,0.908,1.032
30021,75789.0333,2018/01/25,17:16:47,0,0.072,0.048,0.88,1.0
30022,75791.1211,2018/01/25,17:16:47,0,0.072,0.048,0.884,1.004
30023,75793.2445,2018/01/25,17:16:47,0,0.072,0.048,0.864,0.984
30024,75795.3389,2018/01/25,17:16:47,0,0.068,0.04,0.876,0.984
30025,75797.4203,2018/01/25,17:16:47,0,0.072,0.032,0.868,0.972
30026,75799.5021,2018/01/25,17:16:47,0,0.068,0.028,0.86,0.956
30027,75801.6519,2018/01/25,17:16:47,0,0.068,0.028,0.86,0.956
30028,75803.7502,2018/01/25,17:16:47,0,0.072,0.036,0.888,0.996
