40000,2018/02/06,05:05:16,25.17,1004.63,43.14
40001,2018/02/06,05:05:26,25.18,1004.54,43.0
40002,2018/02/06,05:05:36,25.17,1004.61,43.4
40003,2018/02/06,05:05:46,25.18,1004.59,43.34
40004,2018/02/06,05:05:56,25.17,1004.6,43.19
40005,2018/02/06,05:06:06,25.18,1004.58,43.23
40006,2018/02/06,05:06:16,25.18,1004.59,43.06
40007,2018/02/06,05:06:26,25.17,1004.63,43.4
40008,2018/02/06,05:06:36,25.18,1004.64,43.14
40009,2018/02/06,05:06:46,25.18,1004.62,43.26
40010,2018/02/06,05:06:56,25.18,1004.62,43.32
40011,2018/02/06,05:07:06,25.18,1004.63,43.3
40012,2018/02/06,05:07:16,25.18,1004.64,43.18
40013,2018/02/06,05:07:26,25.18,1004.67,43.45
40014,2018/02/06,05:07:36,25.18,1004.62,43.34
40015,2018/02/06,05:07:46,25.18,1004.64,43.35
40016,2018/02/06,05:07:56,25.18,1004.65,43.36
40017,2018/02/06,05:08:06,25.17,1004.7,43.47
40018,2018/02/06,05:08:16,25.17,1004.68,43.28
40019,2018/02/06,05:08:26,25.18,1004.64,43.3
40020,2018/02/06,05:08:36,25.17,1004.66,43.18
40021,2018/02/06,05:08:46,25.17,1004.66,43.32
40022,2018/02/06,05:08:56,25.18,1004.67,43.35
40023,2018/02/06,05:09:06,25.18,1004.64,43.37
40024,2018/02/06,05:09:16,25.18,1004.66,43.43
40025,2018/02/06,05:09:27,25.17,1004.65,43.38
40026,2018/02/06,05:09:37,25.18,1004.69,43.42
40027,2018/02/06,05:09:47,25.18,1004.69,43.38
40028,2018/02/06,05:09:57,25.18,1004.61,43.35
40029,2018/02/06,05:10:07,25.18,1004.64,43.12
40030,2018/02/06,05:10:17,25.18,1004.64,43.32
40031,2018/02/06,05:10:27,25.18,1004.62,43.29
40032,2018/02/06,05:10:37,25.18,1004.67,43.39
40033,2018/02/06,05:10:47,25.18,1004.65,43.35
40034,2018/02/06,05:10:57,25.18,1004.68,43.33
40035,2018/02/06,05:11:07,25.18,1004.72,43.49
40036,2018/02/06,05:11:17,25.18,1004.67,43.35
40037,2018/02/06,05:11:27,25.18,1004.68,43.37
40038,2018/02/06,05:11:37,25.18,1004.67,43.38
40039,2018/02/06,05:11:47,25.18,1004.65,43.51
40040,2018/02/06,05:11:57,25.17,1004.67,43.34
40041,2018/02/06,05:12:07,25.18,1004.67,43.58
40042,2018/02/06,05:12:17,25.18,1004.7,43.32
40043,2018/02/06,05:12:27,25.18,1004.64,43.26
40044,2018/02/06,05:12:37,25.18,1004.69,43.22
40045,2018/02/06,05:12:47,25.18,1004.68,43.22
40046,2018/02/06,05:12:57,25.18,1004.69,43.35
40047,2018/02/06,05:13:07,25.18,1004.66,43.32
40048,2018/02/06,05:13:17,25.18,1004.68,43.4
40049,2018/02/06,05:13:27,25.18,1004.71,43.31
40050,2018/02/06,05:13:37,25.18,1004.7,43.21
40051,2018/02/06,05:13:47,25.17,1004.69,43.28
40052,2018/02/06,05:13:57,25.17,1004.66,43.31
40053,2018/02/06,05:14:07,25.18,1004.67,43.28
40054,2018/02/06,05:14:17,25.18,1004.74,43.41
40055,2018/02/06,05:14:27,25.18,1004.72,43.46
40056,2018/02/06,05:14:37,25.17,1004.71,43.32
40057,2018/02/06,05:14:47,25.18,1004.71,43.31
40058,2018/02/06,05:14:57,25.18,1004.7,43.38
40059,2018/02/06,05:15:07,25.18,1004.71,43.43
40060,2018/02/06,05:15:17,25.18,1004.72,43.44
40061,2018/02/06,05:15:27,25.18,1004.7,43.45
40062,2018/02/06,05:15:37,25.18,1004.74,43.61
40063,2018/02/06,05:15:47,25.18,1004.73,43.43
40064,2018/02/06,05:15:57,25.18,1004.75,43.55
40065,2018/02/06,05:16:07,25.18,1004.74,43.49
40066,2018/02/06,05:16:17,25.18,1004.77,43.53
40067,2018/02/06,05:16:27,25.18,1004.74,43.52
40068,2018/02/06,05:16:37,25.18,1004.73,43.63
40069,2018/02/06,05:16:47,25.18,1004.74,43.35
40070,2018/02/06,05:16:57,25.18,1004.73,43.46
40071,2018/02/06,05:17:07,25.17,1004.74,43.43
40072,2018/02/06,05:17:17,25.18,1004.78,43.42
40073,2018/02/06,05:17:27,25.18,1004.71,43.49
40074,2018/02/06,05:17:37,25.18,1004.74,43.33
40075,2018/02/06,05:17:47,25.18,1004.69,43.45
40076,2018/02/06,05:17:57,25.17,1004.68,43.26
40077,2018/02/06,05:18:07,25.17,1004.76,43.29
40078,2018/02/06,05:18:17,25.18,1004.69,43.31
40079,2018/02/06,05:18:27,25.18,1004.76,43.22
40080,2018/02/06,05:18:37,25.18,1004.7,43.49
40081,2018/02/06,05:18:47,25.18,1004.71,43.5
40082,2018/02/06,05:18:57,25.18,1004.71,43.61
40083,2018/02/06,05:19:07,25.17,1004.76,43.47
40084,2018/02/06,05:19:17,25.18,1004.72,43.53
40085,2018/02/06,05:19:27,25.18,1004.77,43.52
40086,2018/02/06,05:19:37,25.18,1004.82,43.53
40087,2018/02/06,05:19:47,25.18,1004.83,43.28
40088,2018/02/06,05:19:57,25.18,1004.85,43.34
40089,2018/02/06,05:20:07,25.18,1004.72,43.34
40090,2018/02/06,05:20:17,25.18,1004.73,43.55
40091,2018/02/06,05:20:27,25.18,1004.75,43.39
40092,2018/02/06,05:20:38,25.17,1004.71,43.51
40093,2018/02/06,05:20:48,25.18,1004.76,43.32
40094,2018/02/06,05:20:58,25.18,1004.85,43.58
40095,2018/02/06,05:21:08,25.18,1004.73,43.61
40096,2018/02/06,05:21:18,25.18,1004.76,43.51
40097,2018/02/06,05:21:28,25.18,1004.78,43.35
40098,2018/02/06,05:21:38,25.17,1004.75,43.38
40099,2018/02/06,05:21:48,25.18,1004.74,43.35
40100,2018/02/06,05:21:58,25.17,1004.79,43.58
40101,2018/02/06,05:22:08,25.18,1004.87,43.45
40102,2018/02/06,05:22:18,25.18,1004.76,43.37
40103,2018/02/06,05:22:28,25.18,1004.84,43.6
40104,2018/02/06,05:22:38,25.18,1004.85,43.7
40105,2018/02/06,05:22:48,25.18,1004.77,43.39
40106,2018/02/06,05:22:58,25.18,1004.78,43.53
40107,2018/02/06,05:23:08,25.18,1004.83,43.51
40108,2018/02/06,05:23:18,25.18,1004.9,43.61
40109,2018/02/06,05:23:28,25.18,1004.79,43.57
40110,2018/02/06,05:23:38,25.18,1004.83,43.56
40111,2018/02/06,05:23:48,25.18,1004.86,43.53
40112,2018/02/06,05:23:58,25.18,1004.92,43.52
40113,2018/02/06,05:24:08,25.18,1004.87,43.73
40114,2018/02/06,05:24:18,25.18,1004.86,43.64
40115,2018/02/06,05:24:28,25.18,1004.89,43.68
40116,2018/02/06,05:24:38,25.18,1004.84,43.54
40117,2018/02/06,05:24:48,25.18,1004.87,43.64
40118,2018/02/06,05:24:58,25.18,1004.93,43.46
40119,2018/02/06,05:25:08,25.18,1004.89,43.58
40120,2018/02/06,05:25:18,25.18,1004.88,43.64
40121,2018/02/06,05:25:28,25.18,1004.89,43.64
40122,2018/02/06,05:25:38,25.18,1004.85,43.51
40123,2018/02/06,05:25:48,25.18,1004.79,43.65
40124,2018/02/06,05:25:58,25.18,1004.84,43.87
40125,2018/02/06,05:26:08,25.18,1004.89,43.6
40126,2018/02/06,05:26:18,25.18,1004.86,43.49
40127,2018/02/06,05:26:28,25.17,1004.83,43.63
40128,2018/02/06,05:26:38,25.18,1004.9,43.56
40129,2018/02/06,05:26:48,25.18,1004.88,43.44
40130,2018/02/06,05:26:58,25.18,1004.89,43.55
40131,2018/02/06,05:27:08,25.18,1004.91,43.68
40132,2018/02/06,05:27:18,25.17,1004.96,43.62
40133,2018/02/06,05:27:28,25.18,1004.94,43.58
40134,2018/02/06,05:27:38,25.18,1004.95,43.58
40135,2018/02/06,05:27:48,25.18,1004.92,43.73
40136,2018/02/06,05:27:58,25.17,1004.92,43.55
40137,2018/02/06,05:28:08,25.18,1004.97,43.47
40138,2018/02/06,05:28:18,25.18,1004.91,43.55
40139,2018/02/06,05:28:28,25.17,1004.92,43.5
40140,2018/02/06,05:28:38,25.18,1004.89,43.59
40141,2018/02/06,05:28:48,25.18,1004.91,43.68
40142,2018/02/06,05:28:58,25.17,1004.93,43.71
40143,2018/02/06,05:29:08,25.18,1004.95,43.61
40144,2018/02/06,05:29:18,25.18,1004.89,43.54
40145,2018/02/06,05:29:28,25.18,1004.94,43.64
40146,2018/02/06,05:29:38,25.17,1004.92,43.64
40147,2018/02/06,05:29:48,25.18,1004.98,43.54
40148,2018/02/06,05:29:58,25.18,1004.99,43.5
40149,2018/02/06,05:30:08,25.18,1004.97,43.44
40150,2018/02/06,05:30:18,25.17,1004.98,43.55
40151,2018/02/06,05:30:28,25.18,1005.02,43.76
40152,2018/02/06,05:30:38,25.18,1004.98,43.61
40153,2018/02/06,05:30:48,25.18,1005.0,43.78
40154,2018/02/06,05:30:58,25.18,1005.05,43.83
40155,2018/02/06,05:31:08,25.18,1005.03,43.7
40156,2018/02/06,05:31:18,25.18,1005.01,43.63
40157,2018/02/06,05:31:28,25.18,1005.09,43.71
40158,2018/02/06,05:31:38,25.18,1005.06,43.71
40159,2018/02/06,05:31:48,25.17,1005.01,43.87
40160,2018/02/06,05:31:59,25.18,1005.03,43.53
40161,2018/02/06,05:32:09,25.18,1005.07,43.95
40162,2018/02/06,05:32:19,25.18,1005.07,43.61
40163,2018/02/06,05:32:29,25.18,1005.11,43.72
40164,2018/02/06,05:32:39,25.18,1005.11,43.72
